Year,Month,M1B1,M1B2,M1B3,M2B1,M2B2,M2B3
2021,March,-2.6063,3.0283,7.1991,2.3214,5.0766,7.2221
2021,April,2.6085,1.5098,1.2146,6.098,3.3361,5.4542
2021,May,-1.5731,1.4882,6.0539,-0.9815,2.0865,5.4776
2021,June,5.592,0.434,-1.3579,4.8161,-1.2979,-3.9585
2021,July,-5.5798,-1.8511,-3.6371,3.1057,0.0323,-2.4208
2021,August,2.6357,1.5398,2.8112,3.5741,1.4391,2.9412
2021,September,-4.4647,-3.4196,0.3737,-5.45,-3.9867,-0.0561
2021,October,3.1665,3.8446,3.7721,8.0166,3.2172,6.3446
2021,November,-7.0819,-1.3598,-3.6708,-0.3229,-3.4009,-4.4678
2021,December,0.0172,4.1159,4.4662,2.6006,6.2339,4.6631
2022,January,-13.3028,-9.0464,-0.9903,-7.9586,-3.0451,5.4471
2022,February,-0.0115,1.21,2.1431,-3.5514,0.0089,0.4079
2022,March,2.0398,1.0101,0.5473,4.3282,1.905,2.0191
2022,April,-13.4867,-8.436,-5.5853,-10.5996,-6.7287,-6.1384
2022,May,-4.3369,1.6977,4.0799,-2.6214,3.7559,5.8341
2022,June,-4.3724,-6.7082,-11.2006,-7.247,-8.8262,-12.4239
2022,July,13.5064,10.7296,8.736,11.4297,5.1354,7.8976
2022,August,0.4112,-2.2274,-2.3389,-4.7195,-2.0362,-1.6185
2022,September,-9.3717,-9.9132,-9.8245,-9.1511,-9.0459,-8.6299
2022,October,7.1574,10.1736,13.8038,5.5009,10.8139,14.8008
2022,November,-0.6547,2.7952,2.5889,5.1277,5.4644,4.8528
2022,December,-5.97,-6.8454,-5.5393,-7.1642,-3.9815,-4.9225
2023,January,13.8577,11.2246,8.1888,7.4999,5.451,5.2983
2023,February,-2.5002,-1.3517,-1.7617,-1.3928,-3.6409,-3.7408
2023,March,-3.5647,-3.3667,-9.3994,6.7324,-1.0943,-5.5395
2023,April,-1.3034,-2.2239,-2.6426,1.0385,0.7641,2.1385
2023,May,0.8977,1.2496,-4.3546,3.9734,-4.6074,-6.3617
2023,June,7.5243,7.9969,8.2166,7.1446,5.9255,6.1955
2023,July,5.129,6.3534,9.1771,2.9096,4.606,6.9901
2023,August,-7.7642,-5.4713,-5.4208,-0.8846,-2.8157,-5.5239
2023,September,-6.7617,-5.8567,-6.0886,-5.3953,-2.7164,-3.08
2023,October,-9.1222,-6.0143,-6.1981,-1.8064,-3.6075,-4.3261
2023,November,9.7655,8.9361,10.417,9.5526,7.6338,12.2418
2023,December,12.2783,11.9459,15.3133,4.2532,5.3941,10.9996
2024,January,-4.1109,-4.227,-5.1388,1.7431,1.9733,-1.9973
2024,February,6.516,5.1279,2.3902,5.543,6.4072,2.8126
2024,March,1.0832,2.9131,3.6759,2.346,4.7429,8.0831
2024,April,-8.007,-6.8343,-6.3275,-3.2933,-4.8864,-5.8788
2024,May,5.6481,4.8127,4.2979,5.6022,3.1708,4.3303
2024,June,-0.6883,-2.644,-1.7236,5.1421,-0.6477,-0.5397
2024,July,8.5837,9.8615,13.0565,-0.2735,4.842,6.4882
2024,August,0.1522,-2.2164,-2.2107,2.3738,1.2755,2.5351
2024,September,1.656,0.9723,-0.1086,2.8538,0.9545,-0.9125
2024,October,-0.1038,-1.5408,-1.149,-0.8626,-0.8628,1.9062
2024,November,14.375,10.8302,11.0093,6.4479,6.2615,10.1188
2024,December,-6.9556,-8.5497,-7.1513,-0.7944,-7.1409,-6.5888
2025,January,1.871,2.9824,1.8723,2.6518,4.0645,5.9062
2025,February,-7.5702,-7.1154,-3.4363,-3.1236,-0.1914,2.5586
2025,March,-7.8675,-7.1447,-6.389,-7.4328,-2.589,-3.1081
2025,April,-1.1577,-2.4548,-4.4806,0.825,-4.4936,-2.659
2025,May,6.3255,4.3595,5.4723,7.7774,3.4002,2.872
2025,June,6.48,5.6385,4.7752,5.5999,4.7095,4.0982
2025,July,1.7792,1.3753,2.1188,2.9656,1.4194,0.0872
2025,August,5.8367,7.5601,9.2387,1.4599,2.6787,6.8838
